id,image,keypoints
223,11300-0.png,"[{""x"":26.289682539682534,""y"":76.38888888888889,""width"":0.1984126984126984,""keypointlabels"":[""GINOCCHIO SX""],""original_width"":750,""original_height"":375},{""x"":38.888888888888886,""y"":80.75396825396824,""width"":0.1984126984126984,""keypointlabels"":[""BACINO SX""],""original_width"":750,""original_height"":375},{""x"":25.694444444444443,""y"":64.28571428571428,""width"":0.1984126984126984,""keypointlabels"":[""GOMITO SX""],""original_width"":750,""original_height"":375},{""x"":36.507936507936506,""y"":35.11904761904761,""width"":0.1984126984126984,""keypointlabels"":[""SPALLA SX""],""original_width"":750,""original_height"":375},{""x"":74.10714285714285,""y"":87.49999999999999,""width"":0.1984126984126984,""keypointlabels"":[""BACINO DX""],""original_width"":750,""original_height"":375},{""x"":62.40079365079364,""y"":36.30952380952381,""width"":0.1984126984126984,""keypointlabels"":[""SPALLA DX""],""original_width"":750,""original_height"":375}]"
224,11300-375.png,"[{""x"":77.08333333333333,""y"":87.12905452035886,""width"":0.1984126984126984,""keypointlabels"":[""BACINO DX""],""original_width"":750,""original_height"":345},{""x"":29.464285714285708,""y"":91.01104209799861,""width"":0.1984126984126984,""keypointlabels"":[""BACINO SX""],""original_width"":750,""original_height"":345},{""x"":58.82936507936507,""y"":55.85748792270532,""width"":0.1984126984126984,""keypointlabels"":[""SPALLA DX""],""original_width"":750,""original_height"":345},{""x"":37.400793650793645,""y"":67.71911663216011,""width"":0.1984126984126984,""keypointlabels"":[""SPALLA SX""],""original_width"":750,""original_height"":345}]"
225,11400-0.png,"[{""x"":25.099206349206348,""y"":50.595238095238095,""width"":0.1984126984126984,""keypointlabels"":[""GINOCCHIO SX""],""original_width"":750,""original_height"":375},{""x"":37.59920634920634,""y"":83.73015873015872,""width"":0.1984126984126984,""keypointlabels"":[""BACINO SX""],""original_width"":750,""original_height"":375},{""x"":28.47222222222222,""y"":48.8095238095238,""width"":0.1984126984126984,""keypointlabels"":[""GOMITO SX""],""original_width"":750,""original_height"":375},{""x"":46.52777777777777,""y"":55.95238095238094,""width"":0.1984126984126984,""keypointlabels"":[""SPALLA SX""],""original_width"":750,""original_height"":375},{""x"":28.47222222222222,""y"":43.84920634920634,""width"":0.1984126984126984,""keypointlabels"":[""MANO SX""],""original_width"":750,""original_height"":375},{""x"":62.003968253968246,""y"":89.68253968253967,""width"":0.1984126984126984,""keypointlabels"":[""SPALLA DX""],""original_width"":750,""original_height"":375}]"
226,11400-375.png,"[{""x"":76.88492063492063,""y"":87.56038647342996,""width"":0.1984126984126984,""keypointlabels"":[""BACINO DX""],""original_width"":750,""original_height"":345},{""x"":29.761904761904756,""y"":92.08937198067633,""width"":0.1984126984126984,""keypointlabels"":[""BACINO SX""],""original_width"":750,""original_height"":345},{""x"":61.9047619047619,""y"":58.44547964113181,""width"":0.1984126984126984,""keypointlabels"":[""SPALLA DX""],""original_width"":750,""original_height"":345},{""x"":39.58333333333333,""y"":64.69979296066253,""width"":0.1984126984126984,""keypointlabels"":[""SPALLA SX""],""original_width"":750,""original_height"":345}]"
227,11500-0.png,"[{""x"":24.90079365079365,""y"":57.14285714285714,""width"":0.1984126984126984,""keypointlabels"":[""GINOCCHIO SX""],""original_width"":750,""original_height"":375},{""x"":45.03968253968254,""y"":94.64285714285712,""width"":0.1984126984126984,""keypointlabels"":[""BACINO SX""],""original_width"":750,""original_height"":375},{""x"":28.869047619047617,""y"":52.97619047619047,""width"":0.1984126984126984,""keypointlabels"":[""MANO SX""],""original_width"":750,""original_height"":375},{""x"":37.400793650793645,""y"":57.93650793650793,""width"":0.1984126984126984,""keypointlabels"":[""GOMITO SX""],""original_width"":750,""original_height"":375},{""x"":50.79365079365079,""y"":73.8095238095238,""width"":0.1984126984126984,""keypointlabels"":[""SPALLA SX""],""original_width"":750,""original_height"":375},{""x"":65.77380952380952,""y"":98.8095238095238,""width"":0.1984126984126984,""keypointlabels"":[""SPALLA DX""],""original_width"":750,""original_height"":375}]"
228,11500-375.png,"[{""x"":39.48412698412697,""y"":93.16770186335404,""width"":0.1984126984126984,""keypointlabels"":[""BACINO SX""],""original_width"":750,""original_height"":345},{""x"":76.98412698412697,""y"":96.83402346445824,""width"":0.1984126984126984,""keypointlabels"":[""BACINO DX""],""original_width"":750,""original_height"":345},{""x"":39.88095238095238,""y"":57.582815734989644,""width"":0.1984126984126984,""keypointlabels"":[""SPALLA SX""],""original_width"":750,""original_height"":345},{""x"":66.26984126984127,""y"":56.72015182884748,""width"":0.1984126984126984,""keypointlabels"":[""SPALLA DX""],""original_width"":750,""original_height"":345},{""x"":34.226190476190474,""y"":98.1280193236715,""width"":0.1984126984126984,""keypointlabels"":[""GOMITO SX""],""original_width"":750,""original_height"":345}]"
229,11600-0.png,"[{""x"":61.11111111111111,""y"":51.388888888888886,""width"":0.1984126984126984,""keypointlabels"":[""GINOCCHIO DX""],""original_width"":750,""original_height"":375},{""x"":47.123015873015866,""y"":81.34920634920634,""width"":0.1984126984126984,""keypointlabels"":[""BACINO DX""],""original_width"":750,""original_height"":375},{""x"":36.40873015873016,""y"":37.69841269841269,""width"":0.1984126984126984,""keypointlabels"":[""SPALLA DX""],""original_width"":750,""original_height"":375},{""x"":57.04365079365079,""y"":42.460317460317455,""width"":0.1984126984126984,""keypointlabels"":[""GOMITO DX""],""original_width"":750,""original_height"":375},{""x"":19.047619047619047,""y"":69.04761904761904,""width"":0.1984126984126984,""keypointlabels"":[""SPALLA SX""],""original_width"":750,""original_height"":375},{""x"":25.992063492063487,""y"":98.015873015873,""width"":0.1984126984126984,""keypointlabels"":[""BACINO SX""],""original_width"":750,""original_height"":375}]"
230,11600-375.png,"[{""x"":25.198412698412696,""y"":85.83505866114561,""width"":0.1984126984126984,""keypointlabels"":[""GINOCCHIO SX""],""original_width"":750,""original_height"":345},{""x"":41.17063492063492,""y"":86.69772256728778,""width"":0.1984126984126984,""keypointlabels"":[""BACINO SX""],""original_width"":750,""original_height"":345},{""x"":32.341269841269835,""y"":63.83712905452036,""width"":0.1984126984126984,""keypointlabels"":[""GOMITO SX""],""original_width"":750,""original_height"":345},{""x"":46.726190476190474,""y"":43.99585921325052,""width"":0.1984126984126984,""keypointlabels"":[""SPALLA SX""],""original_width"":750,""original_height"":345},{""x"":37.797619047619044,""y"":73.75776397515527,""width"":0.1984126984126984,""keypointlabels"":[""MANO SX""],""original_width"":750,""original_height"":345},{""x"":69.54365079365078,""y"":98.77501725327812,""width"":0.1984126984126984,""keypointlabels"":[""BACINO DX""],""original_width"":750,""original_height"":345},{""x"":69.64285714285714,""y"":59.955141476880605,""width"":0.1984126984126984,""keypointlabels"":[""SPALLA DX""],""original_width"":750,""original_height"":345}]"
231,11700-0.png,"[{""x"":58.531746031746025,""y"":41.07142857142856,""width"":0.1984126984126984,""keypointlabels"":[""GINOCCHIO SX""],""original_width"":750,""original_height"":375},{""x"":49.70238095238095,""y"":87.69841269841268,""width"":0.1984126984126984,""keypointlabels"":[""BACINO DX""],""original_width"":750,""original_height"":375},{""x"":50.595238095238095,""y"":44.64285714285714,""width"":0.1984126984126984,""keypointlabels"":[""GOMITO DX""],""original_width"":750,""original_height"":375},{""x"":38.888888888888886,""y"":69.84126984126983,""width"":0.1984126984126984,""keypointlabels"":[""SPALLA DX""],""original_width"":750,""original_height"":375},{""x"":57.04365079365079,""y"":36.30952380952381,""width"":0.1984126984126984,""keypointlabels"":[""MANO DX""],""original_width"":750,""original_height"":375}]"
232,11700-375.png,"[{""x"":27.777777777777775,""y"":67.50345065562456,""width"":0.1984126984126984,""keypointlabels"":[""GINOCCHIO SX""],""original_width"":750,""original_height"":345},{""x"":42.460317460317455,""y"":92.5207039337474,""width"":0.1984126984126984,""keypointlabels"":[""BACINO SX""],""original_width"":750,""original_height"":345},{""x"":36.30952380952381,""y"":69.2287784679089,""width"":0.1984126984126984,""keypointlabels"":[""MANO SX""],""original_width"":750,""original_height"":345},{""x"":36.507936507936506,""y"":57.582815734989644,""width"":0.1984126984126984,""keypointlabels"":[""GOMITO SX""],""original_width"":750,""original_height"":345},{""x"":70.63492063492063,""y"":87.99171842650104,""width"":0.1984126984126984,""keypointlabels"":[""SPALLA DX""],""original_width"":750,""original_height"":345}]"
233,11800-0.png,"[{""x"":23.313483593571345,""y"":58.53173930377083,""width"":0.1984126984126984,""keypointlabels"":[""GINOCCHIO SX""],""original_width"":750,""original_height"":375},{""x"":39.18650793650793,""y"":84.72222222222221,""width"":0.1984126984126984,""keypointlabels"":[""BACINO SX""],""original_width"":750,""original_height"":375},{""x"":28.17460317460317,""y"":47.817460317460316,""width"":0.1984126984126984,""keypointlabels"":[""GOMITO SX""],""original_width"":750,""original_height"":375},{""x"":46.42857142857142,""y"":52.77777777777777,""width"":0.1984126984126984,""keypointlabels"":[""SPALLA SX""],""original_width"":750,""original_height"":375},{""x"":59.62301587301586,""y"":98.6111111111111,""width"":0.1984126984126984,""keypointlabels"":[""BACINO DX""],""original_width"":750,""original_height"":375}]"
234,11800-375.png,"[{""x"":27.876984126984123,""y"":80.012077294686,""width"":0.1984126984126984,""keypointlabels"":[""GINOCCHIO SX""],""original_width"":750,""original_height"":345},{""x"":49.00795401243932,""y"":92.08928063087946,""width"":0.1984126984126984,""keypointlabels"":[""BACINO SX""],""original_width"":750,""original_height"":345},{""x"":37.49999999999999,""y"":74.18909592822637,""width"":0.1984126984126984,""keypointlabels"":[""MANO SX""],""original_width"":750,""original_height"":345},{""x"":35.912698412698404,""y"":67.07211870255348,""width"":0.1984126984126984,""keypointlabels"":[""GOMITO SX""],""original_width"":750,""original_height"":345},{""x"":52.678571428571416,""y"":48.956176673567974,""width"":0.1984126984126984,""keypointlabels"":[""SPALLA SX""],""original_width"":750,""original_height"":345},{""x"":73.71031746031746,""y"":73.75776397515527,""width"":0.1984126984126984,""keypointlabels"":[""SPALLA DX""],""original_width"":750,""original_height"":345},{""x"":75.39682539682538,""y"":99.42201518288475,""width"":0.1984126984126984,""keypointlabels"":[""BACINO DX""],""original_width"":750,""original_height"":345}]"
235,11900-0.png,"[{""x"":23.31349206349206,""y"":68.45238095238095,""width"":0.1984126984126984,""keypointlabels"":[""GINOCCHIO SX""],""original_width"":750,""original_height"":375},{""x"":39.682539682539684,""y"":82.34126984126983,""width"":0.1984126984126984,""keypointlabels"":[""BACINO SX""],""original_width"":750,""original_height"":375},{""x"":66.86507936507937,""y"":98.41269841269839,""width"":0.1984126984126984,""keypointlabels"":[""BACINO DX""],""original_width"":750,""original_height"":375},{""x"":38.69047619047619,""y"":49.8015873015873,""width"":0.1984126984126984,""keypointlabels"":[""GOMITO SX""],""original_width"":750,""original_height"":375},{""x"":22.619047619047617,""y"":61.5079365079365,""width"":0.1984126984126984,""keypointlabels"":[""SPALLA SX""],""original_width"":750,""original_height"":375}]"
236,11900-375.png,"[{""x"":73.90873015873015,""y"":75.26742581090407,""width"":0.1984126984126984,""keypointlabels"":[""GINOCCHIO DX""],""original_width"":750,""original_height"":345},{""x"":55.15873015873015,""y"":88.20738440303657,""width"":0.1984126984126984,""keypointlabels"":[""BACINO DX""],""original_width"":750,""original_height"":345},{""x"":65.47619047619047,""y"":58.66114561766735,""width"":0.1984126984126984,""keypointlabels"":[""GOMITO DX""],""original_width"":750,""original_height"":345},{""x"":46.42857142857142,""y"":49.17184265010352,""width"":0.1984126984126984,""keypointlabels"":[""SPALLA DX""],""original_width"":750,""original_height"":345},{""x"":64.48412698412697,""y"":71.60110420979986,""width"":0.1984126984126984,""keypointlabels"":[""MANO DX""],""original_width"":750,""original_height"":345},{""x"":28.670634920634917,""y"":69.66011042097998,""width"":0.1984126984126984,""keypointlabels"":[""SPALLA SX""],""original_width"":750,""original_height"":345},{""x"":31.249999999999993,""y"":98.55935127674258,""width"":0.1984126984126984,""keypointlabels"":[""BACINO SX""],""original_width"":750,""original_height"":345}]"
237,12000-0.png,"[{""x"":21.32132132132132,""y"":63.66366366366366,""width"":0.20020020020020018,""keypointlabels"":[""GINOCCHIO SX""],""original_width"":750,""original_height"":375},{""x"":37.03703703703704,""y"":78.47847847847848,""width"":0.20020020020020018,""keypointlabels"":[""BACINO SX""],""original_width"":750,""original_height"":375},{""x"":65.56556556556556,""y"":99.4994994994995,""width"":0.20020020020020018,""keypointlabels"":[""BACINO DX""],""original_width"":750,""original_height"":375},{""x"":28.128128128128125,""y"":55.85585585585585,""width"":0.20020020020020018,""keypointlabels"":[""GOMITO SX""],""original_width"":750,""original_height"":375},{""x"":46.94694694694695,""y"":38.83883883883884,""width"":0.20020020020020018,""keypointlabels"":[""SPALLA SX""],""original_width"":750,""original_height"":375},{""x"":68.66866866866866,""y"":63.46346346346346,""width"":0.20020020020020018,""keypointlabels"":[""SPALLA DX""],""original_width"":750,""original_height"":375}]"
238,12000-375.png,"[{""x"":70.57057057057057,""y"":55.27266396831614,""width"":0.20020020020020018,""keypointlabels"":[""GINOCCHIO DX""],""original_width"":750,""original_height"":345},{""x"":45.645645645645644,""y"":69.85246115680897,""width"":0.20020020020020018,""keypointlabels"":[""SPALLA DX""],""original_width"":750,""original_height"":345},{""x"":63.16316316316316,""y"":57.231144187665926,""width"":0.20020020020020018,""keypointlabels"":[""GOMITO DX""],""original_width"":750,""original_height"":345},{""x"":49.14914914914915,""y"":96.8359664011838,""width"":0.20020020020020018,""keypointlabels"":[""BACINO DX""],""original_width"":750,""original_height"":345}]"
239,12100-0.png,"[{""x"":27.627627627627625,""y"":53.25325325325325,""width"":0.20020020020020018,""keypointlabels"":[""GINOCCHIO SX""],""original_width"":750,""original_height"":375},{""x"":42.24224224224224,""y"":90.8908908908909,""width"":0.20020020020020018,""keypointlabels"":[""BACINO SX""],""original_width"":750,""original_height"":375},{""x"":35.63563563563564,""y"":55.45545545545546,""width"":0.20020020020020018,""keypointlabels"":[""GOMITO SX""],""original_width"":750,""original_height"":375},{""x"":49.64964964964965,""y"":73.07307307307308,""width"":0.20020020020020018,""keypointlabels"":[""SPALLA SX""],""original_width"":750,""original_height"":375},{""x"":30.33033033033033,""y"":50.050050050050054,""width"":0.20020020020020018,""keypointlabels"":[""MANO SX""],""original_width"":750,""original_height"":375}]"
240,12100-375.png,"[{""x"":28.82882882882883,""y"":76.38072855464159,""width"":0.20020020020020018,""keypointlabels"":[""GINOCCHIO SX""],""original_width"":750,""original_height"":345},{""x"":48.84885141748204,""y"":53.53179283546825,""width"":0.20020020020020018,""keypointlabels"":[""SPALLA SX""],""original_width"":750,""original_height"":345},{""x"":32.63263263263263,""y"":67.24115419767594,""width"":0.20020020020020018,""keypointlabels"":[""GOMITO SX""],""original_width"":750,""original_height"":345},{""x"":42.54254254254254,""y"":85.30269399834617,""width"":0.20020020020020018,""keypointlabels"":[""BACINO SX""],""original_width"":750,""original_height"":345},{""x"":66.56656656656656,""y"":99.44727336031683,""width"":0.20020020020020018,""keypointlabels"":[""BACINO DX""],""original_width"":750,""original_height"":345},{""x"":68.46846846846847,""y"":79.20964442703573,""width"":0.20020020020020018,""keypointlabels"":[""SPALLA DX""],""original_width"":750,""original_height"":345}]"
241,12200-0.png,"[{""x"":49.74974974974975,""y"":76.87687687687688,""width"":0.20020020020020018,""keypointlabels"":[""SPALLA SX""],""original_width"":750,""original_height"":375},{""x"":41.04104104104104,""y"":94.69469469469469,""width"":0.20020020020020018,""keypointlabels"":[""BACINO SX""],""original_width"":750,""original_height"":375},{""x"":27.52752752752753,""y"":51.45145145145145,""width"":0.20020020020020018,""keypointlabels"":[""GINOCCHIO SX""],""original_width"":750,""original_height"":375},{""x"":35.63563563563564,""y"":53.85385385385385,""width"":0.20020020020020018,""keypointlabels"":[""GOMITO SX""],""original_width"":750,""original_height"":375},{""x"":30.03003003003003,""y"":45.645645645645644,""width"":0.20020020020020018,""keypointlabels"":[""MANO SX""],""original_width"":750,""original_height"":375}]"
242,12200-375.png,"[{""x"":27.627627627627625,""y"":80.29768899334117,""width"":0.20020020020020018,""keypointlabels"":[""GINOCCHIO SX""],""original_width"":750,""original_height"":345},{""x"":52.35235235235235,""y"":55.05505505505506,""width"":0.20020020020020018,""keypointlabels"":[""SPALLA SX""],""original_width"":750,""original_height"":345},{""x"":36.73673673673674,""y"":71.81094137615877,""width"":0.20020020020020018,""keypointlabels"":[""GOMITO SX""],""original_width"":750,""original_height"":345},{""x"":45.94594594594595,""y"":90.52530791661226,""width"":0.20020020020020018,""keypointlabels"":[""BACINO SX""],""original_width"":750,""original_height"":345},{""x"":73.97397397397397,""y"":99.66488227357793,""width"":0.20020020020020018,""keypointlabels"":[""BACINO DX""],""original_width"":750,""original_height"":345},{""x"":73.27326899221798,""y"":82.25616921269095,""width"":0.20020020020020018,""keypointlabels"":[""SPALLA DX""],""original_width"":750,""original_height"":345}]"
243,12300-0.png,"[{""x"":55.55555555555556,""y"":91.09109109109109,""width"":0.20020020020020018,""keypointlabels"":[""GINOCCHIO DX""],""original_width"":750,""original_height"":375},{""x"":41.54154154154154,""y"":83.88388388388388,""width"":0.20020020020020018,""keypointlabels"":[""BACINO DX""],""original_width"":750,""original_height"":375},{""x"":8.608608608608609,""y"":70.67067067067066,""width"":0.20020020020020018,""keypointlabels"":[""BACINO SX""],""original_width"":750,""original_height"":375},{""x"":48.94894894894895,""y"":45.44544544544545,""width"":0.20020020020020018,""keypointlabels"":[""SPALLA DX""],""original_width"":750,""original_height"":375},{""x"":58.75875875875876,""y"":89.28928928928929,""width"":0.20020020020020018,""keypointlabels"":[""GOMITO DX""],""original_width"":750,""original_height"":375},{""x"":25.925912226548924,""y"":41.041041138795045,""width"":0.20020020020020018,""keypointlabels"":[""SPALLA SX""],""original_width"":750,""original_height"":375}]"
244,12300-375.png,"[{""x"":30.830825693564464,""y"":97.9240109097423,""width"":0.20020020020020018,""keypointlabels"":[""GINOCCHIO SX""],""original_width"":750,""original_height"":345},{""x"":40.44044044044044,""y"":85.30269399834617,""width"":0.20020020020020018,""keypointlabels"":[""BACINO SX""],""original_width"":750,""original_height"":345},{""x"":72.87287287287288,""y"":97.27118422770596,""width"":0.20020020020020018,""keypointlabels"":[""BACINO DX""],""original_width"":750,""original_height"":345},{""x"":31.631631631631627,""y"":77.03355529442486,""width"":0.20020020020020018,""keypointlabels"":[""GOMITO SX""],""original_width"":750,""original_height"":345},{""x"":42.24224224224224,""y"":43.52178265221743,""width"":0.20020020020020018,""keypointlabels"":[""SPALLA SX""],""original_width"":750,""original_height"":345},{""x"":67.16716716716716,""y"":49.39722331026679,""width"":0.20020020020020018,""keypointlabels"":[""SPALLA DX""],""original_width"":750,""original_height"":345}]"
245,12400-0.png,"[{""x"":59.05905905905906,""y"":42.44244244244244,""width"":0.20020020020020018,""keypointlabels"":[""GINOCCHIO DX""],""original_width"":750,""original_height"":375},{""x"":48.74874874874875,""y"":81.88188188188188,""width"":0.20020020020020018,""keypointlabels"":[""BACINO DX""],""original_width"":750,""original_height"":375},{""x"":38.53853853853854,""y"":54.054054054054056,""width"":0.20020020020020018,""keypointlabels"":[""SPALLA DX""],""original_width"":750,""original_height"":375},{""x"":56.35635635635635,""y"":40.24024024024024,""width"":0.20020020020020018,""keypointlabels"":[""GOMITO DX""],""original_width"":750,""original_height"":375},{""x"":25.525525525525527,""y"":85.88588588588588,""width"":0.20020020020020018,""keypointlabels"":[""SPALLA SX""],""original_width"":750,""original_height"":375}]"
246,12400-375.png,"[{""x"":29.52952952952953,""y"":60.930495713104406,""width"":0.20020020020020018,""keypointlabels"":[""GINOCCHIO SX""],""original_width"":750,""original_height"":345},{""x"":49.64964964964965,""y"":94.44226835531182,""width"":0.20020020020020018,""keypointlabels"":[""BACINO SX""],""original_width"":750,""original_height"":345},{""x"":54.554532293066934,""y"":62.018540120605756,""width"":0.20020020020020018,""keypointlabels"":[""SPALLA SX""],""original_width"":750,""original_height"":345},{""x"":37.93793793793794,""y"":60.712886799843325,""width"":0.20020020020020018,""keypointlabels"":[""GOMITO SX""],""original_width"":750,""original_height"":345},{""x"":34.034034034034036,""y"":60.930495713104406,""width"":0.20020020020020018,""keypointlabels"":[""MANO SX""],""original_width"":750,""original_height"":345}]"
247,12500-0.png,"[{""x"":58.85885885885885,""y"":53.053053053053056,""width"":0.20020020020020018,""keypointlabels"":[""GINOCCHIO DX""],""original_width"":750,""original_height"":375},{""x"":39.53953953953954,""y"":91.4914914914915,""width"":0.20020020020020018,""keypointlabels"":[""BACINO DX""],""original_width"":750,""original_height"":375},{""x"":30.23023023023023,""y"":62.06206206206206,""width"":0.20020020020020018,""keypointlabels"":[""SPALLA DX""],""original_width"":750,""original_height"":375},{""x"":48.64864864864865,""y"":53.25325325325325,""width"":0.20020020020020018,""keypointlabels"":[""GOMITO DX""],""original_width"":750,""original_height"":375},{""x"":57.15715715715716,""y"":48.248248248248245,""width"":0.20020020020020018,""keypointlabels"":[""MANO DX""],""original_width"":750,""original_height"":375}]"
248,12500-375.png,"[{""x"":29.02902902902903,""y"":63.54180267223746,""width"":0.20020020020020018,""keypointlabels"":[""GINOCCHIO SX""],""original_width"":750,""original_height"":345},{""x"":51.35135135135135,""y"":96.8359664011838,""width"":0.20020020020020018,""keypointlabels"":[""BACINO SX""],""original_width"":750,""original_height"":345},{""x"":53.953953953953956,""y"":63.324193758976364,""width"":0.20020020020020018,""keypointlabels"":[""SPALLA SX""],""original_width"":750,""original_height"":345},{""x"":39.43943943943944,""y"":65.93550071810941,""width"":0.20020020020020018,""keypointlabels"":[""GOMITO SX""],""original_width"":750,""original_height"":345},{""x"":34.53453453453454,""y"":60.930495713104406,""width"":0.20020020020020018,""keypointlabels"":[""MANO SX""],""original_width"":750,""original_height"":345}]"
249,12600-0.png,"[{""x"":24.524524524524523,""y"":71.27127127127127,""width"":0.20020020020020018,""keypointlabels"":[""GINOCCHIO SX""],""original_width"":750,""original_height"":375},{""x"":41.24124124124124,""y"":36.43643643643644,""width"":0.20020020020020018,""keypointlabels"":[""SPALLA SX""],""original_width"":750,""original_height"":375},{""x"":27.227227227227228,""y"":57.05705705705706,""width"":0.20020020020020018,""keypointlabels"":[""GOMITO SX""],""original_width"":750,""original_height"":375},{""x"":35.13513513513514,""y"":76.87687687687688,""width"":0.20020020020020018,""keypointlabels"":[""BACINO SX""],""original_width"":750,""original_height"":375},{""x"":68.26826826826827,""y"":95.09509509509509,""width"":0.20020020020020018,""keypointlabels"":[""BACINO DX""],""original_width"":750,""original_height"":375},{""x"":67.06706706706707,""y"":52.052052052052055,""width"":0.20020020020020018,""keypointlabels"":[""SPALLA DX""],""original_width"":750,""original_height"":375}]"
250,12600-375.png,"[{""x"":29.42942086731881,""y"":76.59833733797208,""width"":0.20020020020020018,""keypointlabels"":[""GINOCCHIO SX""],""original_width"":750,""original_height"":345},{""x"":59.15915915915916,""y"":65.71789180484832,""width"":0.20020020020020018,""keypointlabels"":[""SPALLA SX""],""original_width"":750,""original_height"":345},{""x"":40.64064064064064,""y"":71.37572354963659,""width"":0.20020020020020018,""keypointlabels"":[""GOMITO SX""],""original_width"":750,""original_height"":345},{""x"":35.43543543543544,""y"":70.28767898333116,""width"":0.20020020020020018,""keypointlabels"":[""MANO SX""],""original_width"":750,""original_height"":345},{""x"":58.35835835835835,""y"":96.8359664011838,""width"":0.20020020020020018,""keypointlabels"":[""BACINO SX""],""original_width"":750,""original_height"":345}]"
251,12700-0.png,"[{""x"":26.626626626626624,""y"":52.25225225225225,""width"":0.20020020020020018,""keypointlabels"":[""GINOCCHIO SX""],""original_width"":750,""original_height"":375},{""x"":43.74374374374375,""y"":93.4934934934935,""width"":0.20020020020020018,""keypointlabels"":[""BACINO SX""],""original_width"":750,""original_height"":375},{""x"":29.929929929929934,""y"":47.047047047047045,""width"":0.20020020020020018,""keypointlabels"":[""MANO SX""],""original_width"":750,""original_height"":375},{""x"":35.13513513513514,""y"":59.45945945945946,""width"":0.20020020020020018,""keypointlabels"":[""GOMITO SX""],""original_width"":750,""original_height"":375},{""x"":48.548548548548546,""y"":62.06206206206206,""width"":0.20020020020020018,""keypointlabels"":[""SPALLA SX""],""original_width"":750,""original_height"":375}]"
252,12700-375.png,"[{""x"":72.97295927359599,""y"":70.94050559318383,""width"":0.20020020020020018,""keypointlabels"":[""GINOCCHIO DX""],""original_width"":750,""original_height"":345},{""x"":58.558596231845314,""y"":80.29768876235343,""width"":0.20020020020020018,""keypointlabels"":[""BACINO DX""],""original_width"":750,""original_height"":345},{""x"":67.16716716716716,""y"":52.22613918266092,""width"":0.20020020020020018,""keypointlabels"":[""GOMITO DX""],""original_width"":750,""original_height"":345},{""x"":50.45045045045045,""y"":40.6928667798233,""width"":0.20020020020020018,""keypointlabels"":[""SPALLA DX""],""original_width"":750,""original_height"":345},{""x"":66.36636636636636,""y"":68.11158985072028,""width"":0.20020020020020018,""keypointlabels"":[""MANO DX""],""original_width"":750,""original_height"":345},{""x"":31.53153153153153,""y"":66.37071854463159,""width"":0.20020020020020018,""keypointlabels"":[""SPALLA SX""],""original_width"":750,""original_height"":345},{""x"":33.733733733733736,""y"":98.57683770727247,""width"":0.20020020020020018,""keypointlabels"":[""BACINO SX""],""original_width"":750,""original_height"":345}]"
253,12800-0.png,"[{""x"":24.824824824824827,""y"":58.45845845845846,""width"":0.20020020020020018,""keypointlabels"":[""GINOCCHIO SX""],""original_width"":750,""original_height"":375},{""x"":45.845845845845844,""y"":94.49449449449449,""width"":0.20020020020020018,""keypointlabels"":[""BACINO SX""],""original_width"":750,""original_height"":375},{""x"":30.630630630630627,""y"":52.052052052052055,""width"":0.20020020020020018,""keypointlabels"":[""MANO SX""],""original_width"":750,""original_height"":375},{""x"":38.13813813813814,""y"":57.45745745745746,""width"":0.20020020020020018,""keypointlabels"":[""GOMITO SX""],""original_width"":750,""original_height"":375},{""x"":51.051051051051054,""y"":72.47247247247248,""width"":0.20020020020020018,""keypointlabels"":[""SPALLA SX""],""original_width"":750,""original_height"":375}]"
254,12800-375.png,"[{""x"":71.77177177177178,""y"":57.44875310092701,""width"":0.20020020020020018,""keypointlabels"":[""GINOCCHIO DX""],""original_width"":750,""original_height"":345},{""x"":47.247247247247245,""y"":97.92401096748922,""width"":0.20020020020020018,""keypointlabels"":[""BACINO DX""],""original_width"":750,""original_height"":345},{""x"":60.46046046046046,""y"":62.01854027940984,""width"":0.20020020020020018,""keypointlabels"":[""GOMITO DX""],""original_width"":750,""original_height"":345},{""x"":44.14414414414414,""y"":72.46376811594203,""width"":0.20020020020020018,""keypointlabels"":[""SPALLA DX""],""original_width"":750,""original_height"":345},{""x"":65.36536536536536,""y"":56.36070853462157,""width"":0.20020020020020018,""keypointlabels"":[""MANO DX""],""original_width"":750,""original_height"":345}]"
